,carat,cut,color,clarity,depth,table,price
34029,1.02,4,5,5,61.5,56.0,8061
34030,0.34,4,5,7,62.9,56.0,935
34031,1.0,1,4,5,63.1,63.0,4630
34032,0.3,4,4,5,62.6,57.0,605
34033,1.05,4,5,6,61.9,57.0,8870
34034,0.52,3,4,4,59.2,57.0,1423
34035,0.3,2,1,6,57.4,61.0,483
34036,2.01,3,4,3,63.2,56.0,16742
34037,0.9,2,6,3,60.8,65.0,3625
34038,0.5,2,6,3,64.0,57.0,1090
34039,0.49,4,7,5,62.3,55.0,1934
34040,0.84,5,6,2,62.4,58.0,2574
34041,0.32,4,4,3,62.5,55.0,477
34042,1.27,4,5,4,62.8,56.0,6543
34043,0.7,4,7,4,62.7,57.0,3448
34044,0.53,5,5,2,62.5,57.0,1242
34045,0.59,3,6,6,59.8,57.0,2214
34046,1.01,2,4,4,63.6,60.0,5599
34047,1.24,5,5,2,61.4,58.0,5889
34048,0.4,2,3,2,63.7,59.0,720
34049,1.02,5,4,4,60.5,54.0,6169
34050,1.03,3,4,4,62.1,57.0,6036
34051,0.3,4,2,7,62.1,56.0,552
34052,0.31,5,3,4,62.2,58.0,489
34053,0.41,5,6,5,62.8,58.0,1153
34054,0.34,4,7,6,61.8,55.0,1130
34055,0.5,3,6,6,62.0,55.0,2105
34056,1.36,4,7,4,62.1,55.0,11793
34057,0.61,3,4,8,63.0,58.0,2411
34058,0.7,3,3,4,60.0,55.0,2287
34059,0.35,4,4,8,61.4,55.0,1044
34060,1.0,5,5,3,60.8,59.0,4234
34061,0.73,5,6,4,61.9,57.0,3127
34062,0.7,5,6,2,62.9,59.0,2307
34063,1.04,5,3,4,62.7,61.0,5416
34064,0.41,4,4,5,61.5,56.0,899
34065,1.16,3,4,6,61.6,58.0,9205
34066,0.54,4,2,3,62.1,54.0,1057
34067,0.31,4,4,4,62.1,55.0,577
34068,1.15,4,5,2,60.6,58.0,5635
34069,1.52,4,3,2,62.3,56.0,7388
34070,0.84,3,2,6,61.7,56.0,3392
34071,1.02,3,4,4,63.5,56.0,5758
34072,0.54,4,4,6,60.6,56.0,2090
34073,0.71,4,3,2,61.5,56.0,2122
34074,2.07,5,2,2,60.5,60.0,15055
34075,1.07,3,4,2,63.5,59.0,3655
34076,0.62,4,4,6,61.6,56.0,2861
34077,0.52,4,2,8,60.9,57.0,2111
34078,0.74,2,3,4,59.2,64.0,1989
34079,0.42,4,5,4,62.0,55.0,872
34080,0.9,4,5,5,61.6,56.0,5386
34081,0.55,3,2,4,58.5,62.2,1235
34082,1.02,5,4,4,61.5,59.0,6416
34083,0.32,4,5,8,61.2,56.0,1204
34084,0.71,4,2,5,62.1,56.0,2306
34085,1.01,3,7,2,63.5,61.0,4538
34086,0.42,5,6,3,61.5,58.0,722
34087,0.36,4,2,7,61.7,56.0,824
34088,0.41,5,7,6,62.5,58.0,1295
34089,0.33,4,2,7,62.1,54.0,592
34090,0.51,4,4,5,62.7,56.0,1656
34091,0.38,3,5,4,61.9,54.6,906
34092,0.31,2,5,5,63.9,55.0,779
34093,0.53,4,5,7,61.4,57.0,2860
34094,1.09,4,3,4,61.4,57.0,6419
34095,1.7,3,5,4,60.8,60.0,17597
34096,0.33,4,2,4,61.5,57.0,594
34097,1.5,5,5,4,61.1,58.0,14199
34098,0.81,4,1,3,62.0,56.0,2307
34099,1.72,5,3,2,62.3,58.0,10869
34100,0.41,3,4,5,58.9,60.0,839
34101,2.03,2,7,2,63.1,59.0,13109
34102,1.5,1,3,4,65.2,58.0,10206
34103,1.7,2,3,6,63.1,57.0,14146
34104,1.26,5,1,4,62.0,60.0,5173
34105,1.04,5,6,2,61.6,59.0,4164
34106,0.3,4,6,4,61.7,58.0,621
34107,0.71,4,5,4,61.5,55.0,3516
34108,0.55,3,6,4,62.3,61.0,1669
34109,0.42,3,4,3,61.6,61.0,687
34110,0.51,5,7,3,59.9,61.0,1574
34111,0.25,4,4,6,62.1,56.0,525
34112,0.31,4,4,8,61.6,56.0,839
34113,0.33,4,3,7,61.7,56.0,752
34114,0.78,2,6,3,59.4,62.0,3578
34115,1.03,1,4,2,65.7,58.0,3530
34116,0.71,2,6,2,64.0,56.0,1816
34117,0.4,4,7,6,61.3,56.0,1263
34118,0.9,4,4,6,61.9,56.0,5242
34119,0.3,4,7,4,62.2,54.0,710
34120,0.73,4,3,5,61.9,55.0,2919
34121,0.39,4,4,8,61.4,54.0,1200
34122,0.9,5,6,3,61.1,58.0,4106
34123,1.01,5,6,4,62.9,58.0,6787
34124,0.34,1,5,4,64.7,55.0,816
34125,0.9,2,4,3,63.8,59.0,3669
34126,1.23,5,2,2,62.5,60.0,5269
34127,1.05,3,2,4,63.2,59.0,4986
34128,1.0,5,6,2,62.2,59.0,4390
34129,0.61,4,3,6,60.2,57.0,1911
34130,1.26,4,4,5,62.3,57.0,6604
34131,1.01,2,2,4,57.1,63.0,3717
34132,0.72,5,5,4,62.0,56.0,2724
34133,0.4,5,7,2,61.6,59.0,855
34134,0.9,3,5,4,62.7,62.0,4124
34135,1.31,3,3,4,60.4,58.0,8261
34136,0.51,4,7,2,60.9,56.0,1383
34137,0.31,4,6,4,60.8,54.0,872
34138,0.76,3,2,4,63.3,57.0,2551
34139,0.96,1,6,2,65.6,58.0,3533
34140,0.77,5,6,3,59.8,61.0,2889
34141,0.71,4,5,5,61.5,56.0,3710
34142,2.01,3,5,2,60.8,57.0,17244
34143,0.34,4,4,6,61.6,56.0,995
34144,0.3,4,7,7,61.9,57.0,905
34145,0.58,5,5,3,62.2,61.0,1634
34146,0.5,3,4,3,62.8,55.0,1170
34147,1.21,5,1,6,61.7,60.0,5531
34148,0.46,4,4,2,62.2,53.0,864
34149,0.9,2,3,4,63.6,58.0,3881
34150,0.24,3,6,7,62.5,59.0,552
34151,0.73,5,2,6,61.5,58.0,2496
34152,0.71,4,5,3,62.5,57.0,2262
34153,0.49,5,4,3,62.4,58.0,1072
34154,0.73,1,5,2,59.2,64.0,2164
34155,1.07,5,3,4,58.9,58.0,4830
34156,0.36,5,6,7,62.4,56.0,1035
34157,0.34,2,7,3,63.1,57.0,626
34158,0.41,5,5,4,62.4,56.0,1107
34159,1.06,3,4,2,61.0,57.0,4769
34160,0.41,1,4,6,64.7,56.0,833
34161,0.36,5,5,5,60.7,58.0,1013
34162,0.5,2,4,3,63.9,57.0,1197
34163,0.34,5,3,2,58.6,62.0,536
34164,0.46,4,4,8,62.1,56.0,1733
34165,0.52,4,3,3,62.0,55.0,1730
34166,1.33,1,4,2,63.0,62.0,6078
34167,0.31,5,6,5,61.1,58.0,942
34168,0.3,4,2,5,62.5,54.0,457
34169,0.69,4,4,2,62.7,54.0,1711
34170,1.02,4,5,6,60.9,56.0,9870
34171,1.15,4,3,2,62.0,56.0,4959
34172,0.56,4,4,2,61.9,54.0,1173
34173,0.3,4,2,5,61.0,56.0,473
34174,0.38,3,3,4,63.0,56.0,700
34175,1.07,3,4,5,61.2,55.0,6780
34176,1.01,5,3,3,62.3,61.0,4513
34177,0.2,5,5,4,62.6,59.0,367
34178,0.3,3,5,5,60.9,63.0,704
34179,1.81,3,2,5,59.9,61.0,14177
34180,0.3,5,7,4,62.3,58.0,710
34181,2.01,5,4,2,59.9,62.0,17014
34182,0.31,4,4,4,61.7,55.0,544
34183,1.13,5,2,4,62.4,59.0,4964
34184,1.8,5,2,2,61.8,59.0,8457
34185,1.51,5,5,4,62.0,60.0,14165
34186,0.94,4,5,2,60.6,54.0,5159
34187,1.04,4,4,3,61.9,56.0,5311
34188,0.32,4,5,7,61.8,55.0,926
34189,0.71,5,6,3,61.1,57.0,2629
34190,1.35,5,4,6,60.2,59.0,11868
34191,0.75,5,5,3,61.4,59.0,2782
34192,0.31,3,6,6,61.5,55.0,710
34193,1.01,1,4,1,64.5,56.0,2287
34194,0.84,3,6,3,58.8,58.0,3453
34195,1.09,5,3,2,62.1,55.0,4578
34196,1.52,5,3,5,58.4,59.0,11853
34197,0.5,4,7,3,60.9,57.0,1563
34198,0.3,3,5,4,61.4,55.0,524
34199,0.37,3,7,4,60.0,57.0,760
34200,0.41,3,6,3,62.8,59.0,755
34201,0.7,3,2,4,60.7,59.0,2025
34202,0.94,3,5,2,62.3,59.0,3150
34203,0.53,5,5,3,61.4,58.0,1324
34204,1.26,4,4,7,61.7,56.0,11218
34205,0.34,4,3,6,61.8,54.0,686
34206,0.7,5,5,3,60.8,58.0,2415
34207,0.71,2,6,3,63.1,59.0,2420
34208,1.08,5,3,3,62.6,56.0,4826
34209,0.32,3,5,7,61.5,56.0,886
34210,0.34,1,1,3,64.5,57.0,497
34211,1.11,3,3,2,63.2,58.0,4973
34212,0.35,4,4,8,60.2,57.0,959
34213,0.52,4,4,6,61.0,56.0,2012
34214,0.57,3,6,4,61.0,57.0,1785
34215,0.51,4,5,5,61.9,56.0,1744
34216,0.41,4,4,7,62.0,56.0,1230
34217,2.01,3,3,1,58.1,63.0,6592
34218,0.28,4,5,4,61.8,54.0,490
34219,0.91,4,1,5,60.7,57.0,3267
34220,1.06,4,2,2,61.9,59.0,4103
34221,0.3,3,3,3,60.9,59.0,432
34222,1.31,5,3,4,62.1,58.0,6368
34223,0.91,4,2,5,62.1,57.0,3906
34224,0.26,4,5,8,60.9,55.0,768
34225,0.84,3,7,5,60.1,58.0,4869
34226,1.5,5,4,6,62.7,58.0,14157
34227,1.5,2,4,3,62.9,58.0,10271
34228,0.37,3,5,4,61.0,58.0,746
34229,0.32,4,4,2,61.8,55.0,450
34230,0.34,4,7,4,62.0,55.0,805
34231,0.41,5,6,5,60.8,59.0,1079
34232,1.01,5,4,2,61.0,58.0,4327
34233,2.04,5,3,3,62.5,61.0,18115
34234,0.53,2,6,2,63.4,56.0,1141
34235,0.32,3,2,8,61.9,59.0,673
34236,1.01,3,4,5,62.7,56.0,6326
34237,0.48,4,3,3,61.2,56.0,927
34238,0.34,5,4,3,60.8,59.0,650
34239,0.33,4,2,4,61.5,57.0,463
34240,0.3,4,7,4,62.8,57.0,911
34241,0.8,3,5,5,63.8,55.0,3603
34242,0.4,4,7,4,60.4,56.0,982
34243,0.93,5,3,4,61.0,60.0,4050
34244,0.9,2,2,7,63.6,58.0,4114
34245,1.57,5,2,2,60.9,58.0,7484
34246,1.05,4,5,2,60.3,55.0,4987
34247,0.56,4,7,4,62.2,56.0,1929
34248,0.41,3,1,5,62.0,55.0,647
34249,1.21,4,3,3,60.9,56.0,7810
34250,0.7,2,3,2,63.6,54.0,1999
34251,1.5,3,2,3,63.1,59.0,8291
34252,0.84,5,7,5,60.6,57.0,4365
34253,1.02,5,4,2,62.5,58.0,4471
34254,0.31,4,6,4,61.0,56.0,872
34255,0.35,4,5,5,62.8,54.0,754
34256,1.22,4,2,3,61.7,55.2,6062
34257,0.54,3,5,5,61.8,59.0,1653
34258,0.51,5,6,3,61.8,58.0,1343
34259,1.0,4,7,3,60.5,57.0,5775
34260,0.3,4,4,5,62.0,54.0,776
34261,0.3,3,4,5,62.6,56.0,581
34262,1.59,5,6,3,58.8,59.0,9705
34263,0.38,5,7,5,61.9,60.0,1140
34264,0.31,5,6,4,60.0,59.0,872
34265,1.51,3,7,2,61.7,59.0,10546
34266,0.71,3,4,2,63.0,56.0,1993
34267,0.33,4,6,3,62.0,54.0,743
34268,0.71,4,7,4,61.0,56.0,3838
34269,1.0,5,3,2,61.3,58.0,3920
34270,0.73,3,6,4,61.5,58.0,3307
34271,0.42,4,3,5,62.4,57.0,847
34272,0.51,4,6,5,62.8,57.0,2075
34273,1.58,4,5,3,60.2,56.0,12991
34274,0.38,3,5,8,60.2,58.0,1284
34275,0.43,4,4,5,61.1,56.0,943
34276,0.74,3,5,2,59.6,60.0,2298
34277,0.4,5,6,3,60.8,62.0,882
34278,1.71,5,3,2,62.3,58.0,10534
34279,0.6,4,7,3,61.1,57.0,1774
34280,0.31,3,6,3,63.2,59.0,698
34281,0.31,4,7,4,62.5,56.0,734
34282,0.37,4,4,3,61.8,55.0,745
34283,1.54,4,1,4,62.7,56.0,8479
34284,1.61,2,3,2,63.8,62.0,9169
34285,0.95,4,4,3,60.7,56.0,4469
34286,1.51,2,5,6,63.7,58.0,14654
34287,1.51,4,7,3,62.3,56.0,12688
34288,0.92,4,5,2,61.5,56.0,3763
34289,0.51,4,5,5,62.5,55.0,1836
34290,0.27,4,3,4,61.8,56.0,599
34291,1.2,4,4,3,62.7,56.0,7372
34292,1.25,3,1,5,60.4,60.0,5628
34293,1.21,4,4,6,59.4,59.0,9954
34294,0.32,4,4,5,59.8,57.9,696
34295,1.06,4,3,4,60.5,57.0,5669
34296,0.51,4,7,4,61.5,57.0,1787
34297,1.55,4,2,5,61.9,55.0,10869
34298,0.38,4,4,4,61.5,57.0,840
34299,0.31,5,5,3,60.5,60.0,516
34300,0.25,5,3,7,62.7,60.0,577
34301,0.9,3,1,4,63.1,59.0,3024
34302,1.0,3,6,3,59.4,63.0,5322
34303,0.71,3,7,2,61.8,63.0,2279
34304,0.7,3,4,5,62.8,57.0,2475
34305,2.51,5,1,2,59.3,58.0,16278
34306,0.35,4,7,3,60.7,57.0,827
34307,0.35,3,6,7,63.0,59.0,835
34308,0.76,2,6,4,63.2,56.0,3249
34309,1.02,2,7,2,63.4,59.0,4633
34310,1.01,5,3,4,62.6,60.0,4745
34311,0.7,4,7,2,62.1,55.0,2553
34312,0.3,4,7,4,61.5,55.0,710
34313,1.52,4,2,7,61.9,56.0,10968
34314,1.21,4,3,6,61.3,56.0,8950
34315,0.24,3,6,5,62.4,59.0,419
34316,1.01,5,4,5,59.8,59.0,6529
34317,0.77,4,3,6,61.3,56.0,3707
34318,0.72,4,3,5,61.6,56.0,3274
34319,0.7,3,2,7,62.9,58.0,2513
34320,0.5,1,6,4,79.0,73.0,2579
34321,0.39,3,4,5,60.3,59.0,790
34322,1.01,3,6,4,63.2,57.0,6787
34323,1.2,4,4,2,58.9,60.0,5562
34324,1.07,5,4,4,59.8,58.0,5177
34325,0.3,2,2,3,63.3,59.0,394
34326,2.0,2,4,1,63.9,58.0,6854
34327,0.7,3,1,3,62.0,56.0,1619
34328,1.2,4,6,7,61.6,57.0,13597
34329,1.51,3,5,3,62.0,57.0,9150
34330,0.92,3,6,3,63.3,57.0,3586
34331,1.2,5,6,6,62.1,58.0,11301
34332,0.73,4,6,2,62.1,57.0,2155
34333,1.0,4,7,7,60.7,56.0,14498
34334,0.7,5,6,4,60.9,59.0,2697
34335,0.7,3,1,2,63.2,60.0,1959
34336,0.93,2,5,2,59.4,61.0,3418
34337,0.27,4,6,7,62.0,56.0,586
34338,1.02,3,5,3,59.8,58.0,5500
34339,0.43,4,5,3,62.5,56.0,760
34340,1.01,5,4,3,62.6,60.0,5006
34341,0.73,4,7,4,61.8,54.0,3319
34342,1.01,1,7,3,62.6,57.0,5628
34343,1.18,5,3,3,60.1,60.0,4746
34344,0.7,4,5,3,61.7,54.0,2662
34345,1.12,4,6,2,62.0,57.0,5546
34346,0.91,3,4,4,64.0,56.6,4105
34347,0.9,4,4,2,61.5,57.0,3722
34348,0.9,2,7,2,64.0,59.0,4078
34349,0.3,3,7,2,61.2,60.0,447
34350,0.62,5,5,5,60.1,58.0,1942
34351,1.4,4,3,3,62.4,56.0,8075
34352,0.3,4,5,6,62.1,57.0,694
34353,1.06,4,4,4,62.2,56.0,6660
34354,1.42,3,5,7,58.4,62.0,15665
34355,1.2,4,3,3,62.0,58.0,6450
34356,0.7,5,3,6,58.8,58.0,2536
34357,0.94,3,6,3,62.4,56.0,4661
34358,1.23,5,7,4,59.3,59.0,9836
34359,1.08,4,6,5,61.7,55.0,10292
34360,0.31,4,6,5,61.3,55.0,692
34361,0.32,4,3,7,61.3,56.0,905
34362,0.32,3,5,5,60.0,62.0,798
34363,0.92,3,7,3,60.7,58.0,4253
34364,0.36,4,4,7,62.1,56.0,945
34365,1.53,5,4,5,61.0,60.0,14344
34366,1.14,4,4,3,61.7,56.0,6741
34367,0.53,4,4,4,60.9,56.0,1807
34368,0.3,5,4,8,58.4,62.0,1071
34369,0.93,4,2,3,62.0,57.0,2917
34370,1.14,3,5,4,59.0,60.0,8131
34371,1.01,3,6,4,61.6,58.0,6754
34372,0.92,3,7,2,63.3,59.0,3823
34373,1.18,3,6,1,59.9,63.0,3278
34374,0.31,4,6,4,61.7,56.0,680
34375,1.57,4,5,3,61.1,55.0,12320
34376,0.67,3,4,4,60.4,61.0,2080
34377,1.51,3,2,2,62.9,58.0,7139
34378,1.21,3,2,3,62.9,56.0,5245
34379,0.34,4,6,4,62.4,54.0,956
34380,0.25,3,5,8,59.4,62.0,548
34381,1.01,3,4,5,59.3,57.0,7451
34382,0.71,4,3,3,60.7,59.0,2328
34383,0.9,3,5,3,63.1,58.0,3881
34384,0.57,5,4,4,62.8,57.0,1728
34385,0.62,1,5,6,57.1,60.0,2088
34386,0.31,4,7,4,61.5,56.0,942
34387,0.78,5,5,2,62.7,56.0,2444
34388,1.2,5,1,5,59.1,61.0,5107
34389,0.3,3,4,5,62.8,57.0,605
34390,0.9,1,2,7,63.5,57.0,4194
34391,0.92,4,1,5,62.0,55.0,3489
34392,2.01,3,4,3,63.1,59.0,18741
34393,0.24,3,5,6,61.9,56.0,492
34394,0.34,4,7,7,61.7,57.0,1211
34395,0.28,4,4,6,61.6,56.0,586
34396,1.18,4,5,4,62.0,57.0,7560
34397,0.55,4,7,4,58.5,58.0,2079
34398,0.7,2,2,5,63.1,57.0,2390
34399,0.5,4,6,4,61.0,56.0,1629
34400,1.07,4,7,6,61.3,58.0,10266
34401,0.31,5,2,4,59.8,60.0,558
34402,0.41,4,4,6,61.9,55.0,1238
34403,1.52,3,2,4,62.3,58.0,10051
34404,1.07,3,5,8,59.4,59.0,11019
34405,0.81,4,6,3,61.3,57.0,3338
34406,0.33,5,4,7,60.4,59.0,868
34407,1.26,4,1,2,62.5,53.0,4742
34408,2.24,4,2,2,62.1,57.0,15852
34409,0.42,4,4,7,61.4,56.0,1179
34410,0.51,3,6,3,63.5,54.0,1443
34411,0.77,3,4,3,58.4,63.0,2635
34412,1.0,4,3,4,62.5,56.0,5139
34413,0.34,2,2,3,63.7,54.0,447
34414,0.78,5,5,2,62.8,56.0,2200
34415,1.0,5,5,4,61.9,59.0,6640
34416,0.5,3,3,4,63.9,57.0,1387
34417,0.34,5,3,4,61.3,60.0,537
34418,1.01,3,4,2,62.0,58.0,4249
34419,0.3,4,6,4,61.5,55.0,658
34420,0.4,4,6,5,61.7,55.0,1125
34421,1.02,4,4,4,62.8,57.0,6418
34422,0.49,3,7,3,58.6,60.0,1174
34423,0.36,5,2,8,59.9,59.0,972
34424,1.01,4,4,4,61.6,57.0,6159
34425,1.01,5,3,3,60.3,59.0,4191
34426,0.91,2,3,3,63.9,60.0,3425
34427,0.9,2,6,3,63.8,56.0,3800
34428,0.3,5,7,4,62.8,59.0,911
34429,1.05,3,4,4,62.8,58.0,6070
34430,0.43,2,7,2,63.3,57.0,669
34431,0.92,5,6,3,61.3,58.0,4379
34432,0.4,4,4,6,61.6,56.0,931
34433,0.46,4,2,7,61.7,57.0,974
34434,0.36,4,3,3,62.3,57.0,505
34435,1.5,3,2,5,62.8,58.0,9033
34436,0.5,4,6,4,61.6,56.0,1554
34437,0.42,4,4,7,61.6,55.0,1179
34438,0.9,5,7,3,61.2,60.0,4304
34439,0.9,3,2,5,63.3,59.0,3580
34440,0.7,1,7,2,64.5,60.0,2167
34441,0.2,4,7,4,61.5,57.0,367
34442,1.7,4,3,5,62.4,55.0,13949
34443,0.44,4,4,2,61.1,55.0,694
34444,1.51,5,6,2,62.7,58.0,6342
34445,0.31,3,6,4,61.8,59.0,680
34446,1.08,4,4,4,61.8,55.0,6931
34447,0.7,5,4,5,61.4,59.0,2535
34448,0.33,5,2,4,62.0,60.0,463
34449,0.3,2,1,3,63.8,56.0,450
34450,1.0,2,6,4,64.0,58.0,5376
34451,1.01,5,1,1,60.7,59.0,2602
34452,0.31,3,6,8,63.0,55.0,938
34453,2.66,2,3,2,63.8,57.0,16239
34454,1.23,3,5,5,60.6,58.0,9346
34455,1.29,5,5,5,60.9,58.0,10341
34456,0.71,4,7,2,61.5,56.0,2633
34457,1.01,4,6,2,61.9,56.0,4832
34458,1.02,5,7,3,62.5,59.0,5998
34459,0.4,4,2,2,61.0,58.0,484
34460,0.84,5,5,6,60.4,62.0,4243
34461,1.01,3,6,5,63.1,56.0,9955
34462,1.03,2,3,3,63.3,57.0,4843
34463,0.4,3,5,8,62.8,57.0,1404
34464,0.3,2,1,5,63.4,57.0,394
34465,0.42,5,3,5,61.2,60.0,1087
34466,1.21,5,7,2,62.2,60.0,5889
34467,1.0,2,5,5,57.8,59.0,6552
34468,1.17,5,5,2,59.9,59.0,4092
34469,0.52,4,7,4,61.6,55.0,1822
34470,0.93,4,5,2,59.5,57.0,3828
34471,1.1,3,4,4,61.9,56.7,7405
34472,0.3,5,6,4,62.2,60.0,658
34473,2.01,3,6,2,60.6,59.0,17118
34474,1.02,4,6,2,61.6,55.0,4912
34475,1.76,3,3,3,62.6,58.0,12361
34476,0.3,2,4,6,63.8,56.0,684
34477,0.44,5,6,4,60.4,59.0,1003
34478,2.21,5,1,2,60.6,62.0,12327
34479,0.72,4,5,5,61.7,57.0,2829
34480,0.31,3,7,3,60.0,61.0,571
34481,1.51,3,6,2,63.1,58.0,9513
34482,2.27,5,1,5,62.4,58.0,16994
34483,0.91,5,3,4,61.8,60.0,4238
34484,0.53,3,5,3,61.5,59.0,1320
34485,1.71,3,3,5,62.0,56.0,13904
34486,1.0,1,6,6,56.8,58.0,7553
34487,1.01,2,4,5,63.2,61.0,6412
34488,0.73,5,7,3,60.5,58.0,2498
34489,0.58,4,5,4,61.5,57.0,1657
34490,0.32,3,6,4,62.9,56.0,702
34491,1.03,2,1,5,60.1,62.4,4582
34492,1.01,3,5,4,61.1,56.0,5988
34493,0.4,4,6,5,62.0,54.0,1053
34494,0.34,5,4,4,60.3,58.0,765
34495,0.57,4,5,7,62.3,55.0,2555
34496,1.51,3,7,2,63.2,59.0,7915
34497,1.01,3,1,3,61.3,57.0,4153
34498,0.3,3,2,7,63.1,57.0,709
34499,0.5,4,2,5,62.2,55.0,1282
34500,1.53,3,6,3,60.8,60.0,12386
34501,1.51,4,1,3,62.6,54.0,8888
34502,0.33,4,2,7,62.2,54.0,646
34503,0.41,4,6,6,61.4,53.9,1186
34504,0.33,5,2,5,62.7,58.0,521
34505,0.32,5,7,4,58.8,59.0,829
34506,0.71,4,3,5,62.8,57.0,2685
34507,2.11,3,4,1,63.2,57.0,7834
34508,0.7,2,4,2,64.1,56.0,1935
34509,0.42,5,4,3,61.6,61.0,882
34510,2.18,4,2,2,62.5,55.0,15706
34511,0.54,2,3,5,63.2,58.0,1361
34512,1.51,5,4,3,62.5,60.0,10235
34513,1.1,3,6,2,63.0,56.0,5073
34514,1.14,5,5,2,62.9,59.0,4737
34515,1.03,4,5,2,61.6,55.0,4683
34516,0.34,2,6,3,63.3,56.0,596
34517,2.06,3,2,2,62.3,57.0,14298
34518,1.11,5,3,4,62.0,59.0,5395
34519,0.7,4,5,6,62.0,57.0,3160
34520,0.36,4,7,5,61.8,55.0,781
34521,1.36,3,5,3,62.8,53.0,6597
34522,0.39,3,5,3,60.0,55.0,661
34523,0.51,4,7,4,62.4,55.0,1882
34524,2.2,3,3,4,63.3,58.0,16239
34525,1.11,5,3,5,62.3,57.0,4687
34526,0.43,3,2,6,60.5,59.0,838
34527,1.01,4,7,6,60.6,56.0,10797
34528,0.32,4,6,2,62.0,55.0,576
34529,0.7,4,5,2,61.1,56.0,2183
34530,0.8,3,5,4,62.3,57.0,3653
34531,0.31,5,5,7,59.2,62.0,997
34532,0.32,5,2,5,59.8,60.0,648
34533,0.31,4,4,4,62.2,54.0,562
34534,0.3,3,3,5,62.0,58.0,526
34535,1.23,3,4,2,61.0,63.0,4477
34536,1.86,5,4,2,62.8,58.0,13420
34537,1.58,4,3,3,62.5,57.0,10345
34538,0.36,4,7,7,61.5,55.0,1718
34539,0.41,4,1,5,61.3,57.0,648
34540,1.28,4,4,8,62.0,55.6,11401
34541,0.52,4,4,5,61.1,55.0,1689
34542,0.59,4,6,5,62.3,56.0,2294
34543,0.43,4,4,5,62.3,56.0,1008
34544,1.5,2,1,2,63.6,57.0,6750
34545,1.2,5,1,3,62.8,58.0,4113
34546,1.2,2,1,4,64.3,56.0,4637
34547,1.08,4,5,4,61.9,55.0,7629
34548,0.31,4,7,3,61.2,57.0,684
34549,0.33,4,4,7,60.8,56.0,1114
34550,0.41,5,7,4,62.4,60.0,1076
34551,0.32,4,5,4,61.1,57.0,645
34552,1.0,3,4,4,61.5,58.0,5860
34553,0.3,4,4,8,61.8,55.0,863
34554,1.01,3,4,6,62.8,58.0,7234
34555,0.68,3,5,3,60.1,57.9,1964
34556,1.05,3,6,2,61.7,59.0,4010
34557,0.43,2,7,2,63.4,57.0,669
34558,0.46,4,4,3,61.5,55.0,979
34559,0.9,3,5,3,63.1,56.0,4103
34560,1.21,3,2,2,63.2,57.0,5014
34561,1.41,5,3,4,61.2,60.0,8654
34562,0.53,4,7,3,62.3,56.0,1683
34563,0.9,3,2,3,63.3,59.0,3251
34564,1.0,2,6,3,57.6,65.0,3696
34565,0.7,2,3,3,63.7,57.0,2394
34566,0.5,2,4,5,57.5,56.0,1429
34567,1.31,3,3,3,60.3,58.0,7189
34568,0.31,4,4,7,62.4,54.0,759
34569,0.61,4,4,5,61.9,56.0,2167
34570,0.54,4,2,2,61.8,54.0,964
34571,0.72,4,4,5,61.5,57.0,3478
34572,1.01,5,6,3,61.0,59.0,5749
34573,0.5,5,5,4,61.3,60.0,1654
34574,1.98,5,2,5,62.5,58.0,16171
34575,0.3,4,4,2,61.9,57.0,422
34576,0.91,4,2,4,61.6,56.0,4199
34577,0.5,4,4,4,62.0,57.0,1449
34578,0.76,4,5,2,61.9,57.0,2403
34579,1.0,5,6,3,62.6,60.0,5544
34580,1.02,3,3,3,63.5,56.0,4703
34581,1.2,2,3,2,64.1,57.0,4704
34582,0.7,5,5,3,61.6,55.0,2348
34583,0.81,4,6,3,62.4,57.0,3109
34584,0.32,3,5,4,63.2,58.0,828
34585,1.73,5,3,3,62.4,58.0,11969
34586,0.7,1,2,1,68.6,57.0,1147
34587,0.27,4,3,5,62.3,54.0,500
34588,0.31,4,5,8,62.0,56.0,1046
34589,1.0,5,5,3,61.9,60.0,5544
34590,1.55,5,4,3,59.8,59.0,9600
34591,0.31,4,6,8,62.5,56.0,1214
34592,1.28,4,2,4,61.4,57.0,6308
34593,2.0,3,3,3,62.7,56.0,17247
34594,0.53,5,6,4,59.8,58.0,1813
34595,1.01,3,7,4,59.8,60.0,7487
34596,1.0,2,6,2,61.5,64.0,4077
34597,0.31,5,5,7,62.4,60.0,959
34598,0.53,5,7,4,60.2,58.0,1808
34599,1.71,3,3,4,62.6,59.0,13445
34600,0.7,4,7,3,61.8,55.0,3471
34601,1.01,4,5,5,63.2,56.0,7209
34602,1.7,4,5,4,62.3,56.0,17892
34603,1.03,4,7,3,61.9,57.0,6250
34604,0.41,5,5,4,60.3,60.0,863
34605,0.71,5,6,3,59.1,60.0,2441
34606,0.55,5,4,5,62.0,57.0,1881
34607,0.9,5,4,3,62.2,60.0,3734
34608,1.08,3,5,2,63.3,59.0,4167
34609,0.51,2,7,2,63.9,55.0,1180
34610,1.26,4,4,6,60.7,56.0,10556
34611,1.33,4,3,3,60.1,57.0,7742
34612,0.32,4,3,6,61.9,55.0,645
34613,0.44,4,6,5,61.5,56.0,1081
34614,0.59,3,6,3,62.9,57.0,1664
34615,0.26,3,4,5,62.4,56.0,423
34616,1.13,5,5,4,59.8,61.0,6822
