,cut,color,clarity,depth,table
10024,2,6,6,61.6,62.0
10025,2,6,2,63.9,61.0
10026,5,6,4,59.2,61.0
10027,4,4,4,62.8,54.0
10028,5,6,2,61.0,62.0
10029,3,2,4,62.4,59.0
10030,4,5,2,61.8,55.0
10031,4,4,4,59.9,61.0
10032,3,6,5,60.2,58.0
10033,2,2,2,62.8,58.0
10034,4,5,3,60.3,57.0
10035,5,7,4,62.7,59.0
10036,4,4,7,62.5,57.0
10037,3,6,2,59.8,58.0
10038,4,7,5,61.9,54.0
10039,4,4,5,61.5,56.0
10040,5,7,2,62.1,59.0
10041,3,6,2,61.1,58.0
10042,5,5,4,60.9,58.0
10043,2,4,3,63.7,54.0
10044,1,4,5,65.7,63.0
10045,3,4,6,60.4,59.0
10046,5,5,4,62.4,59.0
10047,5,3,3,61.9,57.0
10048,2,6,1,57.3,58.0
10049,3,4,5,63.6,57.0
10050,3,3,3,62.6,59.0
10051,4,4,4,62.2,57.0
10052,5,2,3,58.6,62.0
10053,5,4,5,60.6,60.0
10054,4,7,3,61.9,57.0
10055,3,6,4,60.4,60.0
10056,4,3,4,62.1,55.0
10057,4,5,3,60.6,56.0
10058,3,6,2,63.4,58.0
10059,2,3,3,65.0,56.0
10060,2,2,3,63.5,60.7
10061,3,3,4,62.5,58.0
10062,4,4,7,62.5,54.0
10063,3,6,6,63.3,55.0
10064,3,6,6,62.5,55.0
10065,5,3,2,61.5,58.0
10066,4,7,5,62.7,55.0
10067,2,3,6,60.3,60.5
10068,4,5,5,62.5,57.0
10069,4,4,2,61.5,57.0
10070,2,1,4,57.9,63.0
10071,5,5,7,61.6,58.0
10072,4,5,6,62.0,55.0
10073,3,2,3,61.6,58.0
10074,4,3,2,62.5,57.0
10075,4,6,4,62.0,56.0
10076,4,5,8,62.2,55.0
10077,5,5,5,61.0,58.0
10078,5,3,2,61.6,54.0
10079,4,3,5,61.8,55.0
10080,4,6,5,62.1,53.0
10081,3,3,3,63.1,58.0
10082,4,2,4,61.0,56.0
10083,4,5,7,62.4,55.0
10084,5,6,6,59.0,59.0
10085,2,7,3,64.3,58.0
10086,5,1,2,59.2,57.0
10087,4,6,5,62.6,57.0
10088,1,6,2,66.5,56.0
10089,5,6,3,60.9,60.0
10090,2,4,4,63.7,60.0
10091,4,5,8,61.9,54.0
10092,5,6,3,61.1,62.0
10093,4,4,3,61.3,57.0
10094,4,1,3,60.5,57.0
10095,2,7,2,63.7,58.0
10096,4,7,4,61.4,55.0
10097,4,5,8,59.8,58.0
10098,5,4,2,59.1,61.0
10099,4,6,4,61.5,57.0
10100,4,3,3,59.7,56.0
10101,4,4,4,60.7,54.0
10102,5,4,4,61.8,58.0
10103,4,6,4,62.4,56.0
10104,4,7,3,61.4,59.0
10105,4,4,8,61.5,57.0
10106,4,6,3,62.7,57.0
10107,5,6,3,62.4,59.0
10108,5,2,5,61.7,59.0
10109,2,5,4,63.1,57.0
10110,3,4,3,62.3,62.0
10111,4,3,3,62.4,57.0
10112,4,6,4,61.3,56.0
10113,4,6,6,62.5,57.0
10114,4,7,5,60.4,56.0
10115,3,6,2,62.8,61.0
10116,5,4,2,58.8,59.0
10117,3,6,3,59.8,61.0
10118,4,2,4,61.8,55.4
10119,4,3,3,62.6,56.0
10120,2,5,2,63.5,58.0
10121,5,6,4,59.8,58.0
10122,3,4,4,61.8,55.0
10123,5,7,4,59.2,56.0
10124,4,3,8,61.6,55.0
10125,2,6,4,57.8,60.0
10126,2,7,2,64.1,62.0
10127,4,6,4,61.9,55.0
10128,1,4,6,64.5,61.0
10129,4,5,8,60.0,59.0
10130,4,6,4,62.1,56.0
10131,4,1,6,62.1,54.5
10132,4,6,4,62.4,56.0
10133,5,7,3,62.0,58.0
10134,1,7,3,63.8,61.0
10135,5,6,5,61.1,58.0
10136,5,2,4,59.3,59.0
10137,1,2,3,66.3,61.0
10138,4,6,3,61.6,55.0
10139,5,1,1,61.7,59.0
10140,2,3,3,61.8,61.0
10141,4,4,6,61.6,55.0
10142,5,2,4,60.7,59.0
10143,5,4,2,61.2,58.0
10144,5,4,4,59.3,61.0
10145,2,7,3,62.9,59.0
10146,4,5,5,61.5,56.0
10147,5,5,6,62.0,59.0
10148,4,3,8,63.0,55.0
10149,2,5,5,60.6,63.0
10150,5,6,2,62.6,59.0
10151,3,4,6,60.9,61.0
10152,3,4,5,60.2,60.0
10153,4,6,5,60.8,57.0
10154,4,2,8,61.4,55.0
10155,4,6,2,61.6,55.0
10156,4,7,7,61.7,55.0
10157,3,5,2,57.9,61.0
10158,4,4,6,61.0,56.0
10159,5,7,4,61.9,58.0
10160,4,4,6,62.7,54.0
10161,5,7,2,61.5,58.0
10162,4,6,6,61.9,56.0
10163,4,6,3,61.9,55.0
10164,3,6,4,63.2,58.0
10165,5,6,4,62.8,58.0
10166,5,1,3,61.1,60.0
10167,3,5,3,60.6,61.0
10168,3,5,3,62.2,57.0
10169,5,1,5,61.8,61.0
10170,4,6,4,59.8,57.0
10171,5,5,3,62.2,59.0
10172,5,6,4,59.3,58.0
10173,4,1,3,62.4,54.0
10174,1,2,1,66.3,56.0
10175,2,6,5,61.7,63.0
10176,2,5,4,64.2,59.0
10177,5,3,3,62.0,60.0
10178,3,3,3,62.9,57.0
10179,2,4,5,62.5,60.8
10180,5,4,7,60.2,59.0
10181,4,2,7,61.8,56.0
10182,2,3,1,62.3,55.6
10183,4,3,6,62.2,54.6
10184,3,2,3,61.4,57.0
10185,3,6,6,62.9,59.0
10186,1,6,5,64.5,58.0
10187,4,4,4,60.3,57.0
10188,4,6,5,61.6,56.0
10189,5,6,5,61.8,58.0
10190,2,3,3,63.9,55.0
10191,4,5,5,61.8,54.0
10192,1,5,1,67.6,57.0
10193,4,7,2,61.0,57.0
10194,1,4,6,65.5,54.0
10195,3,3,2,62.9,58.0
10196,2,4,3,58.2,64.0
10197,1,5,2,68.2,61.0
10198,4,6,5,61.2,57.0
10199,4,5,3,61.8,55.0
10200,4,7,5,61.5,57.0
10201,4,4,7,61.6,56.0
10202,5,4,2,60.3,58.0
10203,5,4,2,60.1,60.0
10204,3,6,4,63.7,58.0
10205,4,4,6,62.0,57.0
10206,4,6,6,61.9,56.0
10207,2,6,2,61.6,60.9
10208,4,2,8,62.0,54.0
10209,2,4,3,62.2,62.0
10210,5,1,6,61.8,60.0
10211,4,6,4,62.5,55.0
10212,2,3,5,63.7,51.0
10213,5,5,7,59.7,59.0
10214,5,2,3,62.2,62.0
10215,3,4,5,61.2,56.0
10216,4,6,2,60.9,57.0
10217,2,6,2,63.7,55.0
10218,3,1,5,59.3,57.0
10219,3,7,3,58.9,61.0
10220,3,3,2,63.0,59.0
10221,3,2,3,61.2,60.0
10222,3,2,4,62.3,58.0
10223,3,4,8,62.6,55.0
10224,2,2,8,63.3,56.0
10225,3,2,2,62.3,57.0
10226,3,5,8,61.9,54.0
10227,3,4,4,60.8,57.0
10228,3,3,5,62.8,59.0
10229,3,4,6,59.8,60.0
10230,2,5,4,64.2,54.0
10231,4,4,4,61.8,54.0
10232,4,7,5,62.4,54.1
10233,5,6,6,62.0,56.0
10234,3,6,7,60.9,59.0
10235,5,2,2,58.2,61.0
10236,2,3,3,63.8,58.0
10237,3,2,3,62.7,56.0
10238,4,7,4,61.7,55.0
10239,5,4,7,60.6,58.0
10240,4,5,5,62.0,57.0
10241,4,3,7,61.5,55.0
10242,2,4,4,58.4,59.0
10243,5,3,4,62.4,58.0
10244,3,4,8,61.0,59.0
10245,5,6,1,61.0,59.0
10246,4,5,3,61.9,56.0
10247,5,5,3,59.6,60.0
10248,3,4,4,58.3,63.0
10249,4,2,4,60.1,62.0
10250,5,4,2,62.1,58.0
10251,4,4,3,61.1,57.0
10252,5,6,2,58.7,58.0
10253,3,3,3,61.5,56.0
10254,3,6,6,62.9,56.0
10255,4,2,2,61.9,57.0
10256,5,5,4,59.0,59.0
10257,4,4,8,61.5,56.0
10258,5,5,2,61.9,59.0
10259,4,7,3,61.2,57.0
10260,5,3,2,61.7,60.0
10261,5,5,5,60.9,58.0
10262,5,4,4,59.5,59.0
10263,3,1,1,61.9,55.0
10264,4,2,2,61.6,56.0
10265,3,1,3,61.4,58.0
10266,4,5,7,62.2,57.0
10267,4,1,4,62.0,56.0
10268,4,4,7,61.7,55.0
10269,5,7,3,61.9,59.0
10270,4,7,4,62.4,56.0
10271,3,4,4,62.3,59.0
10272,5,6,6,62.5,59.0
10273,3,4,4,61.5,57.0
10274,5,4,4,62.3,59.0
10275,4,2,3,61.3,56.0
10276,5,5,2,62.2,59.0
10277,5,5,2,59.9,58.0
10278,4,7,3,62.4,53.0
10279,4,3,4,62.4,55.0
10280,2,3,3,63.7,60.0
10281,2,4,3,63.3,55.0
10282,2,4,2,63.7,56.0
10283,5,2,4,59.3,59.0
10284,5,5,5,61.2,59.0
10285,4,4,2,61.3,55.0
10286,1,6,2,53.3,67.0
10287,2,7,2,60.3,61.0
10288,4,4,5,60.6,56.0
10289,4,7,5,61.0,56.0
10290,5,5,2,61.5,59.0
10291,3,4,5,59.5,63.0
10292,3,4,5,62.5,59.0
10293,2,6,3,63.9,58.0
10294,4,4,6,61.5,56.0
10295,2,1,5,63.2,57.0
10296,3,5,2,62.3,59.0
10297,3,6,4,60.7,63.0
10298,5,4,3,62.7,58.0
10299,2,4,2,63.6,54.0
10300,3,5,5,59.4,58.0
10301,5,6,2,61.5,58.0
10302,4,1,7,62.5,56.0
10303,3,6,3,62.9,55.0
10304,3,7,4,62.4,59.0
10305,3,1,5,63.4,58.0
10306,4,6,3,62.3,56.0
10307,2,7,3,63.8,59.0
10308,4,6,5,62.6,55.0
10309,4,3,3,61.3,57.0
10310,5,6,3,62.7,59.0
10311,4,4,5,62.0,54.0
10312,3,4,5,62.7,59.0
10313,4,4,4,62.1,56.0
10314,4,4,6,60.4,56.0
10315,4,6,6,61.7,57.0
10316,4,4,4,61.6,55.0
10317,4,3,6,61.6,55.0
10318,4,3,3,62.4,54.0
10319,5,4,2,61.9,58.0
10320,4,2,5,61.0,56.0
10321,4,4,3,62.5,55.0
10322,2,6,4,63.0,61.0
10323,5,6,5,62.0,60.0
10324,2,7,3,63.8,56.0
10325,4,5,7,61.3,57.0
10326,4,1,4,61.5,61.0
10327,2,5,6,57.7,61.0
10328,4,4,7,61.6,56.0
10329,5,4,5,62.0,55.0
10330,4,5,5,62.0,57.0
10331,3,3,4,63.8,52.0
10332,4,2,2,61.9,55.0
10333,4,5,3,61.6,56.0
10334,3,5,6,62.8,59.0
10335,3,5,4,63.1,58.0
10336,5,3,5,60.0,58.0
10337,4,5,6,62.4,56.0
10338,3,5,2,62.6,56.0
10339,3,6,3,62.8,58.0
10340,5,5,4,59.6,61.0
10341,4,3,4,61.2,57.0
10342,4,5,3,62.3,54.0
10343,5,6,5,61.8,60.0
10344,3,4,7,60.4,59.0
10345,3,3,3,61.7,57.0
10346,3,7,3,60.3,58.0
10347,3,5,6,59.6,59.0
10348,5,7,2,60.9,58.0
10349,3,2,7,61.2,60.0
10350,4,4,2,61.5,55.0
10351,3,6,3,60.8,58.0
10352,2,4,3,63.2,57.0
10353,3,4,2,62.3,59.0
10354,2,2,2,63.8,57.0
10355,5,7,6,62.6,56.0
10356,4,1,3,61.4,56.4
10357,4,6,3,62.4,53.0
10358,4,7,4,61.8,55.0
10359,3,6,3,63.4,55.0
10360,4,6,4,60.4,57.0
10361,4,2,6,61.6,53.0
10362,4,3,7,62.3,56.0
10363,4,7,3,62.3,57.0
10364,2,4,4,64.2,54.0
10365,4,7,4,62.4,53.0
10366,4,1,5,60.6,56.0
10367,4,6,4,62.1,56.0
10368,5,1,3,62.0,58.0
10369,5,6,3,62.4,58.0
10370,5,5,1,58.0,59.0
10371,5,5,2,59.8,56.0
10372,5,5,5,59.6,60.0
10373,2,6,3,63.3,57.0
10374,3,6,6,62.7,55.0
10375,5,4,4,62.8,59.0
10376,4,2,3,61.4,57.0
10377,4,2,5,61.2,57.0
10378,3,1,2,62.3,63.0
10379,3,3,5,61.4,56.0
10380,2,1,3,63.6,54.0
10381,3,7,4,59.2,58.0
10382,5,5,4,59.4,55.0
10383,5,4,6,61.8,58.0
10384,5,1,2,61.1,61.0
10385,4,3,3,60.6,57.0
10386,5,6,3,61.3,54.0
10387,4,3,4,61.2,55.0
10388,4,4,5,61.7,56.0
10389,4,4,2,60.1,60.0
10390,5,5,5,61.3,58.0
10391,3,4,5,60.0,59.0
10392,5,3,7,62.5,59.0
10393,4,4,8,61.5,56.0
10394,2,5,2,64.1,60.0
10395,4,2,4,61.0,56.0
10396,4,7,7,62.8,57.0
10397,3,4,6,61.6,58.0
10398,5,6,3,61.6,56.0
10399,5,2,3,62.7,61.0
10400,5,6,4,59.2,60.0
10401,4,3,4,60.6,57.0
10402,2,1,3,63.8,58.0
10403,3,3,3,61.0,58.0
10404,4,5,4,61.4,55.0
10405,5,3,5,62.0,62.0
10406,3,6,7,62.9,59.0
10407,5,4,2,61.9,56.0
10408,4,2,1,62.3,56.0
10409,4,4,3,62.9,56.0
10410,3,3,5,63.4,59.0
10411,3,5,3,62.4,59.0
10412,4,4,2,61.5,54.0
10413,3,5,4,59.5,58.0
10414,5,6,2,61.4,59.0
10415,3,4,4,62.9,57.0
10416,5,3,2,60.0,57.0
10417,4,7,3,61.9,54.0
10418,3,2,4,62.4,56.0
10419,4,2,3,61.9,56.0
10420,5,6,3,59.7,59.0
10421,4,2,4,62.6,56.0
10422,4,3,3,60.8,57.0
10423,3,6,5,60.9,58.0
10424,3,7,5,58.4,61.0
10425,4,4,4,61.4,55.0
10426,4,4,4,62.2,54.0
10427,4,6,3,61.9,56.0
10428,1,2,3,64.8,58.0
10429,4,3,6,62.4,57.0
10430,5,5,2,60.9,59.0
10431,1,1,4,64.7,58.0
10432,3,4,5,63.1,58.0
10433,5,5,6,62.9,59.0
10434,2,5,6,61.3,65.0
10435,3,5,7,62.7,59.0
10436,3,2,3,60.7,61.0
10437,3,6,5,62.6,57.0
10438,4,3,5,62.6,57.0
10439,5,4,5,62.0,58.0
10440,4,5,6,62.0,54.2
10441,2,7,3,63.8,56.0
10442,5,6,3,60.4,62.0
10443,2,4,5,63.4,55.0
10444,4,5,4,60.8,56.0
10445,5,4,6,62.6,59.0
10446,4,1,4,62.1,57.0
10447,5,5,3,62.8,59.0
10448,4,7,5,62.9,55.0
10449,4,5,4,62.1,57.0
10450,4,4,6,62.1,57.0
10451,5,5,3,62.1,59.0
10452,5,6,4,60.5,55.0
10453,4,7,3,61.7,57.0
10454,5,6,5,61.8,55.0
10455,5,1,4,62.8,59.0
10456,3,2,3,63.1,59.0
10457,3,4,4,62.7,61.0
10458,5,6,2,61.8,56.0
10459,3,3,7,61.3,61.0
10460,4,5,4,61.9,55.0
10461,5,3,7,62.5,58.0
10462,4,5,5,62.0,55.0
10463,5,1,3,58.5,61.0
10464,1,6,3,64.6,59.0
10465,3,3,2,62.1,56.0
10466,4,6,3,61.3,57.0
10467,5,4,5,61.3,58.0
10468,2,4,2,63.6,57.0
10469,5,1,6,62.6,59.0
10470,3,7,5,59.3,55.0
10471,2,6,3,63.2,55.0
10472,5,6,6,62.9,59.0
10473,4,3,5,61.5,56.0
10474,3,6,6,63.7,57.0
10475,4,4,5,62.3,55.0
10476,5,3,2,62.7,56.0
10477,4,6,5,62.3,56.0
10478,4,5,2,62.5,57.0
10479,4,6,3,61.5,57.0
10480,3,3,3,62.4,60.0
10481,4,4,4,62.0,56.0
10482,4,4,6,61.7,56.0
10483,4,6,5,61.8,57.0
10484,5,4,4,61.8,60.0
10485,4,4,5,61.5,55.0
10486,4,4,3,61.9,55.5
10487,4,7,4,60.2,57.0
10488,5,6,2,60.5,57.0
10489,5,3,4,62.4,57.0
10490,4,6,4,61.9,54.0
10491,4,5,3,61.4,55.0
10492,5,5,4,62.1,59.0
10493,3,2,5,60.7,62.0
10494,2,3,3,63.7,60.0
10495,4,6,2,62.1,56.0
10496,4,4,3,60.8,57.0
10497,4,3,2,62.1,57.0
10498,3,6,5,62.8,60.0
10499,5,1,5,60.0,60.0
10500,3,3,3,59.2,59.0
10501,3,1,4,63.3,56.0
10502,4,3,3,62.2,54.0
10503,4,1,2,62.5,53.0
10504,4,1,5,62.4,55.0
10505,4,3,4,62.4,58.0
10506,4,5,8,62.2,55.0
10507,3,4,3,61.4,54.0
10508,2,4,4,63.6,56.0
10509,4,5,3,61.3,57.0
10510,5,5,5,62.7,58.0
10511,5,3,2,62.7,59.0
10512,5,3,7,59.1,58.0
10513,4,4,5,62.2,56.0
10514,5,5,4,61.4,59.0
10515,5,7,4,61.7,58.0
10516,4,7,4,62.0,55.0
10517,4,6,3,61.5,56.0
10518,4,4,4,61.8,57.0
10519,4,3,3,60.6,56.0
10520,5,4,2,62.5,56.0
10521,2,7,3,63.8,57.0
10522,4,4,8,60.9,56.0
10523,4,6,8,61.7,56.0
10524,4,4,4,61.6,57.0
10525,3,3,5,60.7,54.0
10526,4,5,4,61.0,55.0
10527,2,6,3,64.1,62.0
10528,5,5,4,62.6,60.0
10529,4,3,6,61.9,56.0
10530,4,3,5,62.3,55.0
10531,5,6,4,61.3,58.0
10532,4,4,8,62.5,56.0
10533,2,4,2,63.2,57.0
10534,3,4,4,60.9,56.0
10535,4,3,3,62.3,56.0
10536,4,1,5,62.5,56.0
10537,5,4,4,62.8,58.0
10538,5,2,7,62.0,58.0
10539,4,6,3,61.2,57.0
10540,5,7,3,61.3,61.0
10541,3,4,3,63.6,57.0
10542,5,3,2,60.7,59.0
10543,5,2,5,61.2,59.0
10544,5,1,2,58.2,58.0
10545,4,7,4,62.1,54.0
10546,1,6,3,64.6,57.7
10547,3,5,3,61.8,57.0
10548,4,5,5,61.5,55.0
10549,4,7,2,60.6,56.6
10550,2,5,5,61.6,60.7
10551,2,5,4,64.0,59.0
10552,4,2,6,61.5,55.0
10553,5,4,4,62.4,58.0
10554,4,6,6,62.2,57.0
10555,2,7,7,59.2,59.0
10556,4,6,4,61.8,55.0
10557,4,2,2,61.2,56.0
10558,4,3,4,61.8,55.1
10559,3,6,3,63.2,57.0
10560,4,6,2,60.9,56.0
10561,4,7,3,62.3,57.0
10562,5,4,3,61.8,59.0
10563,4,6,6,61.8,58.0
10564,5,7,3,61.6,58.0
10565,3,7,3,61.6,56.0
10566,3,4,5,61.9,56.0
10567,5,3,4,60.3,60.0
10568,3,5,2,61.2,57.0
10569,5,3,3,60.7,62.0
10570,5,6,4,61.4,58.0
10571,5,4,5,62.7,56.0
10572,4,7,4,62.2,56.0
10573,4,2,4,63.1,57.0
10574,3,5,8,59.4,60.0
10575,4,3,3,61.3,57.0
10576,4,5,4,61.5,57.0
10577,3,6,4,63.3,57.0
10578,4,6,7,60.7,55.0
10579,5,5,3,62.5,59.0
10580,1,1,4,58.2,56.0
10581,4,5,5,61.1,56.0
10582,3,3,6,63.1,58.0
10583,4,3,5,61.8,55.0
10584,5,7,3,60.3,62.0
10585,3,3,3,59.5,59.0
10586,4,4,6,62.7,57.0
10587,2,2,3,62.2,61.0
10588,4,6,4,63.5,54.0
10589,3,7,3,63.3,57.0
10590,4,7,3,62.7,56.0
10591,5,4,5,59.5,58.0
10592,5,7,2,60.5,58.0
10593,2,4,2,63.8,60.0
10594,3,6,7,60.9,61.0
10595,4,6,6,61.4,56.0
10596,5,4,1,61.7,62.0
10597,4,6,4,61.8,57.0
10598,4,5,2,61.6,56.0
10599,5,7,2,60.8,57.0
10600,4,4,6,62.5,54.0
10601,3,3,4,61.3,60.0
10602,5,5,4,58.5,58.0
10603,5,3,6,62.4,58.0
10604,3,7,2,59.0,61.0
10605,5,6,4,62.5,60.0
10606,4,3,2,61.3,55.0
10607,4,6,4,62.4,55.0
10608,4,7,4,61.0,55.0
10609,5,2,4,61.7,59.0
10610,5,6,2,62.9,59.0
10611,4,3,3,61.6,57.0
10612,5,6,6,60.0,61.0
10613,5,6,3,61.9,60.0
10614,4,6,5,62.2,55.0
10615,2,5,3,63.8,56.0
10616,4,2,3,61.3,56.0
10617,5,4,3,62.2,57.0
10618,5,4,4,60.2,60.0
10619,4,4,2,61.9,55.0
10620,2,3,2,64.3,60.0
10621,4,3,5,62.3,54.0
10622,4,6,8,61.1,57.0
10623,4,3,2,62.6,56.0
10624,4,6,3,61.7,56.0
10625,5,4,6,62.4,56.0
10626,4,4,7,61.1,57.0
10627,3,7,5,62.0,55.0
10628,4,6,5,62.2,55.0
10629,1,7,4,65.2,59.0
10630,3,7,5,60.5,55.0
10631,3,4,3,63.5,58.0
10632,5,4,5,61.3,62.0
10633,5,5,6,59.2,59.0
10634,3,2,5,62.4,55.0
10635,4,7,4,62.2,56.0
10636,2,7,2,54.3,65.0
10637,5,2,4,62.6,59.0
10638,3,6,7,62.6,56.0
10639,4,3,2,62.3,56.0
10640,2,5,2,63.3,54.0
10641,4,5,4,62.2,53.0
10642,5,7,3,60.2,58.0
10643,3,5,4,63.1,56.0
10644,4,6,3,61.3,57.0
10645,3,1,7,62.8,58.0
10646,5,5,4,61.3,58.0
10647,5,5,3,62.0,56.0
10648,4,4,8,61.9,55.0
10649,5,7,5,62.3,58.0
10650,2,6,4,63.1,58.0
10651,4,5,4,62.0,54.2
10652,5,4,5,62.2,59.0
10653,5,4,2,61.3,59.0
10654,3,3,3,63.3,59.0
10655,3,5,7,63.2,56.0
10656,3,2,4,60.5,60.0
10657,5,4,1,60.3,60.0
10658,3,2,4,59.9,57.0
10659,1,3,4,65.5,57.0
10660,3,2,5,61.5,62.0
10661,5,7,2,61.1,58.0
10662,4,6,5,62.1,56.0
10663,4,2,4,62.2,55.0
10664,4,4,7,61.7,56.0
10665,4,6,8,61.1,57.0
10666,2,6,4,64.2,59.0
10667,4,4,6,60.7,56.0
10668,4,6,3,62.4,55.0
10669,4,6,6,62.9,58.0
10670,4,3,7,61.3,56.0
10671,3,2,5,63.2,57.0
10672,2,1,5,63.2,59.0
10673,4,3,3,65.0,61.0
10674,2,6,4,58.9,62.0
10675,3,4,5,59.7,61.0
10676,4,4,5,62.2,55.0
10677,4,5,2,62.6,57.0
10678,4,6,5,61.3,54.0
10679,3,3,2,62.1,60.0
10680,5,6,2,62.5,54.0
10681,5,6,2,60.3,56.0
10682,3,6,6,60.7,56.0
10683,5,6,5,61.7,58.0
10684,4,1,3,62.0,56.0
10685,3,4,2,61.2,58.0
10686,4,3,5,61.4,56.0
10687,5,6,3,61.4,57.0
10688,2,3,3,65.0,57.0
10689,3,5,5,62.1,59.0
10690,2,7,6,62.4,64.0
10691,5,6,3,61.7,62.0
10692,5,6,3,59.8,61.0
10693,4,5,2,62.2,53.0
10694,2,4,6,63.8,57.0
10695,4,6,6,61.1,56.0
10696,5,2,3,58.6,62.0
10697,4,4,8,62.3,54.0
10698,4,5,5,62.0,55.0
10699,4,4,1,61.6,57.0
10700,3,1,5,63.5,57.0
10701,5,7,3,62.1,58.0
10702,4,6,5,61.8,57.0
10703,3,6,1,63.3,63.0
10704,4,3,6,62.2,57.0
10705,5,3,2,61.6,59.0
10706,5,6,4,62.2,58.0
10707,4,4,8,62.1,54.0
10708,5,5,2,62.4,58.0
10709,5,6,4,60.8,58.0
10710,4,7,5,63.0,57.0
10711,3,7,3,63.0,59.0
10712,5,7,3,60.8,58.0
10713,4,2,4,61.3,53.0
10714,3,7,5,60.8,56.0
10715,5,4,3,59.3,59.0
10716,5,5,5,60.8,59.0
10717,4,3,8,61.5,57.0
10718,2,4,5,63.9,60.0
10719,3,4,3,63.0,57.0
10720,2,6,3,63.8,55.0
10721,4,4,3,61.9,55.0
10722,4,1,3,61.0,56.0
10723,5,4,6,62.6,59.0
10724,3,5,4,60.8,58.0
10725,5,2,4,63.0,56.0
10726,4,4,5,62.4,59.0
10727,4,6,2,62.0,58.0
10728,4,7,3,61.7,56.0
10729,4,4,6,61.4,57.0
10730,2,4,5,63.7,56.0
10731,3,7,6,61.9,60.0
10732,5,4,3,61.4,60.0
10733,4,3,2,60.6,57.0
10734,3,4,6,60.2,56.0
10735,3,6,4,63.4,59.0
10736,4,5,4,62.6,55.0
10737,2,6,2,60.7,62.0
10738,5,6,2,61.2,58.0
10739,4,6,3,60.7,56.0
10740,4,2,3,61.7,55.0
10741,3,3,3,60.5,60.0
10742,3,6,3,62.2,57.0
10743,3,5,6,61.3,59.0
10744,3,6,2,60.2,58.0
10745,3,5,7,62.7,58.0
10746,4,5,4,61.8,56.0
10747,1,3,2,64.6,58.0
10748,1,6,6,63.1,55.0
10749,5,7,3,60.7,60.0
10750,4,3,4,62.1,54.0
10751,4,1,2,61.4,56.0
10752,5,3,3,62.6,60.0
10753,2,4,6,63.8,56.0
10754,3,5,2,63.3,60.0
10755,4,6,5,61.1,55.0
10756,4,4,4,61.8,58.0
10757,4,6,5,61.3,55.0
10758,5,2,3,60.2,59.0
10759,4,5,7,61.9,55.0
10760,4,7,4,61.7,57.0
10761,3,1,4,61.6,58.0
10762,3,4,2,62.9,54.0
10763,4,6,8,62.6,55.0
10764,2,3,3,63.8,56.0
10765,3,4,7,63.3,57.0
10766,4,4,5,62.2,55.0
10767,4,4,7,62.0,55.0
10768,5,3,4,60.4,59.0
10769,5,3,3,60.9,62.0
10770,4,5,3,62.1,57.0
10771,5,4,3,61.5,59.0
10772,5,5,2,60.2,59.0
10773,5,6,7,61.3,60.0
10774,5,5,4,62.5,58.0
10775,2,3,3,64.3,54.0
10776,5,4,3,60.0,60.0
10777,5,3,3,61.3,58.0
10778,5,2,3,62.0,59.0
10779,3,6,3,61.9,58.0
10780,5,2,3,61.8,58.0
10781,5,7,4,58.8,61.0
10782,4,5,4,60.9,57.0
10783,2,2,5,64.3,58.7
10784,3,6,7,59.9,55.0
10785,3,7,4,60.2,57.0
10786,4,7,4,59.8,56.0
10787,3,6,2,61.2,61.0
10788,2,5,5,58.5,61.5
10789,4,3,4,62.8,55.0
10790,5,5,5,60.1,62.0
10791,4,4,4,62.7,56.0
10792,5,3,3,62.2,60.0
10793,4,7,2,61.3,56.0
10794,4,4,7,61.2,57.0
10795,4,6,4,61.9,55.0
10796,5,3,3,62.1,57.0
10797,3,6,4,59.9,57.0
10798,3,4,5,60.1,60.0
10799,4,5,3,61.6,54.0
10800,4,3,3,61.7,57.0
10801,1,3,4,64.5,56.0
10802,4,7,3,62.2,55.0
10803,3,2,4,63.3,57.0
10804,3,6,2,61.8,54.0
10805,3,4,2,62.7,57.0
10806,5,4,6,62.9,59.0
10807,4,4,8,61.7,56.0
10808,4,4,3,61.6,59.0
10809,5,3,3,61.3,58.0
10810,3,3,5,62.2,54.0
10811,4,6,6,62.3,57.0
10812,2,4,2,63.7,58.0
10813,4,2,6,60.6,56.0
10814,4,6,4,61.7,57.0
10815,5,4,4,59.9,58.0
10816,4,4,5,61.6,57.0
10817,4,3,5,62.5,57.0
10818,4,2,2,62.1,56.0
10819,4,4,5,61.6,57.0
10820,3,5,7,61.8,55.0
10821,3,6,5,57.7,62.0
10822,5,6,3,61.8,59.0
10823,2,1,2,59.5,62.0
10824,3,2,5,61.1,59.9
10825,4,2,5,61.6,54.0
10826,3,6,6,63.0,55.0
10827,4,1,4,61.9,54.0
10828,3,3,3,61.7,60.0
10829,4,6,7,62.1,54.0
10830,4,5,8,61.8,55.0
10831,4,4,3,61.8,55.0
10832,2,2,3,63.6,60.0
10833,3,6,3,61.7,58.0
10834,2,7,2,64.0,56.0
10835,4,4,4,62.0,55.0
10836,2,7,5,60.4,63.0
10837,5,5,3,60.5,60.0
10838,4,5,2,62.0,56.0
10839,4,7,4,61.5,56.0
10840,3,3,6,60.3,61.0
10841,4,4,8,60.3,56.0
10842,4,5,6,62.0,55.0
10843,3,3,3,60.9,57.0
10844,2,5,1,63.9,60.0
10845,4,5,4,61.9,56.0
